Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
10.04908,0.1408451,0,0.1174518,0.4364143

Distance Along Path,Time,Speed,Throttle Input,Break Input,Steering Steer Wheel Input,Deviation From Path
0,0,2.014009E-06,0,0,0,0
2.016096,0.1026524,0.4294063,1,0,-0.4127327,0.4960947
2.079126,0.2042171,0.8858668,1,0,-0.3743663,0.481926
2.193739,0.3083543,1.359582,1,0,-0.3284295,0.456996
2.352011,0.4078987,1.848654,1,0,-0.2753104,0.4238071
2.558753,0.5074446,2.349449,1,0,-0.2124331,0.3821831
2.799854,0.6018138,2.865783,1,0,-0.1467274,0.3358479
3.126309,0.7082292,3.406992,1,0,-0.07901309,0.2772684
3.476296,0.805104,3.979457,1,0,-0.01857859,0.2202272
3.902921,0.9067697,4.590748,1,0,0.0360561,0.1580963
4.368601,1.003155,5.243755,1,0,0.07575009,0.09980774
4.927986,1.104544,5.930836,1,0,0.09827738,0.04284954
5.524254,1.200383,6.634523,1,0,0.1039445,0.003898621
6.280324,1.309019,7.337417,1,0,0.1009872,0.04565716
7.000585,1.402976,8.034077,1,0,0.08648406,0.07178307
7.810884,1.500313,8.726746,1,0,0.06670406,0.08976555
8.775502,1.607171,9.418627,1,0,0.0487219,0.1005478
9.68068,1.700403,10.11087,0,0,0.03058305,0.1039171
10.7547,1.806782,10.09692,0,0,0.01762978,0.102932
11.71562,1.902032,10.08504,0,0,0.009164009,0.09936047
12.72122,2.001771,10.0732,0,0,0.00376505,0.0942688
13.78027,2.106915,10.05969,0,0,0.0005535223,0.08842182
14.82697,2.210994,10.04413,0,0,-0.001342328,0.08280659
15.72357,2.300311,10.02734,0,0,-0.001943858,0.07837009
16.75751,2.403509,10.01055,0,0,-0.002341265,0.07384396
17.7762,2.505297,10.13632,0,0,-0.00243065,0.06997967
18.82676,2.60904,10.12114,0,0,-0.002069919,0.06656647
19.78126,2.703421,10.10673,0,0,-0.001743897,0.06385899
20.80328,2.804602,10.09246,0,0,-0.001467603,0.06127739
21.85352,2.908721,10.07781,0,0,-0.001195658,0.05891705
22.80745,3.003429,10.06261,0,0,-0.0009767795,0.0569973
23.82328,3.104442,10.04705,0,0,-0.0007718364,0.05515766
24.86766,3.208468,10.03148,0,0,-0.0006153653,0.05345631
25.82273,3.303751,10.01618,0,0,-0.0004775967,0.05203247
26.83088,3.404477,10.00127,0,0,-0.0003872304,0.05062485
27.87391,3.507879,10.12796,0,0,-0.0002947077,0.04924488
28.82538,3.601886,10.11291,0,0,-0.0002440456,0.04804516
29.82115,3.700411,10.09456,0,0,-0.07518589,0.0492487
30.87278,3.804696,10.07358,0,0,-0.1166824,0.07562351
31.92526,3.909402,10.05586,0,0,-0.1256397,0.1349306
32.92582,4.00934,10.03039,0,0,-0.1899921,0.2218399
33.8797,4.105356,10.00506,0,0,-0.2168342,0.3498116
34.8675,4.204875,10.11928,0,0,-0.256277,0.5320749
35.81095,4.3009,10.07093,0,0,-0.308857,0.7629128
37.13338,4.404706,10.01947,0,0,-0.4393173,0.9367393
38.14164,4.505099,10.05596,0,0,-0.4904991,1.042344
39.16959,4.609638,10.02211,0,0,-0.5286074,1.277811
40.55855,4.704816,10.1754,0,0,-0.3733562,1.380207
41.55566,4.802876,10.1758,0,0,-0.2387758,1.450651
43.21703,4.910106,10.15644,0,0,-0.06851139,1.248888
44.44572,5.003886,10.13683,0,0,0.08845959,0.9097586
45.26012,5.106845,10.11503,0,0,0.0605794,0.2590608
46.00282,5.202398,10.09527,0,0,0.1244539,0.3580981
47.30332,5.308783,10.06988,0,0,0.184107,1.030743
48.1856,5.401051,10.02173,0,0,0.2518593,1.318425
49.9725,5.506972,10.12272,0,0,0.2682589,1.665282
51.0139,5.609926,10.07791,0,0,0.2835122,1.646358
52.68968,5.704637,10.05188,0,0,0.3022448,1.394026
53.66341,5.808844,10.01601,0,0,0.3137487,1.026217
54.61375,5.908005,10.01228,0,0,0.2923074,0.740839
55.56509,6.005402,10.01371,0,0,0.2606307,0.5155239
56.59049,6.109063,10.00851,0,0,0.2244234,0.3308334
57.57619,6.208011,10.13517,0,0,0.1783637,0.2021275
58.5457,6.304025,10.11505,0,0,0.1355093,0.1119595
59.59964,6.408581,10.09376,0,0,0.1060903,0.04412651
60.59167,6.507183,10.07504,0,0,0.07855848,6.67572E-05
61.53569,6.601108,10.06176,0,0,0.0568809,0.03043938
62.59172,6.706199,10.05206,0,0,0.04227175,0.05517197
63.59249,6.805793,10.04218,0,0,0.03092339,0.07175827
64.5454,6.900667,10.02979,0,0,0.02230429,0.08236122
65.56556,7.002367,10.01444,0,0,0.01553919,0.08864594
66.60114,7.105819,9.997117,1,0,0.01026328,0.09062386
67.56845,7.201512,10.12068,0,0,0.2040483,0.09004211
68.56022,7.300006,10.02777,0,0,0.3958382,0.0461731
69.59431,7.40416,10.01332,0,0,0.5671915,0.1176128
70.59898,7.508806,9.981518,1,0,0.6686402,0.4468021
71.49693,7.60961,10.01229,0,0,0.7651225,0.9307594
72.25651,7.704549,10.0332,0,0,0.760124,1.517244
76.94046,7.800847,10.08674,0,0,0.7914593,1.788548
77.80608,7.903064,9.996443,1,0,0.7174631,1.216633
78.78084,8.009419,9.988642,1,0,0.5998889,0.7796555
79.6981,8.105198,10.02276,0,0,0.4826639,0.4942513
80.69194,8.206354,10.04378,0,0,0.3592916,0.2762756
81.64832,8.302303,10.05766,0,0,0.2672329,0.1304588
82.75,8.412115,10.05574,0,0,0.1964171,0.01745415
83.66967,8.503673,10.04182,0,0,0.1339612,0.04343605
84.72651,8.609045,10.02474,0,0,0.09175852,0.0852356
85.72491,8.708814,10.00714,0,0,0.06103847,0.1054192
86.68912,8.804973,10.13355,0,0,0.03955133,0.1143417
87.68326,8.903185,10.12077,0,0,0.02463739,0.1178341
88.66522,9.00666,10.10697,0,0,0.01492478,0.1177297
89.65564,9.104837,10.00133,0,0,0.01306756,0.1176124
90.66552,9.203822,10.04806,0,0,0.007807393,0.1155264
91.70976,9.305942,10.04629,0,0,0.00722196,0.1141401
92.69308,9.402928,9.986369,1,0,0.004768783,0.1130224
93.54606,9.500977,10.02667,0,0,0.001183142,0.1039837
94.56133,9.601666,10.03465,0,0,-0.0007007346,0.1005084
95.64132,9.708401,10.01262,0,0,-0.001180391,0.0961067
96.71859,9.81514,9.955125,1,0,-0.00117535,0.09190731
97.67218,9.909632,9.994405,1,0,-0.0002670623,0.08876931
98.64549,10.00625,9.986452,1,0,0.0004707957,0.08616377
99.68749,10.10905,9.942163,1,0,0.0002238043,0.0850474
100.64,10.20655,9.754981,1,0,-0.0003658822,0.0827082
101.5577,10.30462,9.327688,1,0,-0.0008080993,0.08026087
102.4808,10.40732,8.975396,1,0,-0.0009951657,0.07770541
103.3134,10.50344,8.705305,1,0,-0.001166904,0.07550858
104.1379,10.60208,8.73372,1,0,0.006085246,0.07307747
105.1902,10.71118,9.300572,1,0,0.002004052,0.07408764
106.0458,10.80118,9.866671,1,0,-0.0006320802,0.07113929
107.131,10.91018,10.01727,0,0,-0.0003135591,0.06818717
108.0702,11.00423,10.04091,0,0,-0.0005006217,0.06655193
109.1036,11.10343,10.09265,0,0,-0.001858752,0.0655899
110.1921,11.2128,10.05034,0,0,-0.001681122,0.06395531
111.1134,11.30521,10.05683,0,0,-0.0003232807,0.06252289
112.101,11.40369,10.08091,0,0,2.905959E-05,0.06081963
113.159,11.50839,10.09163,0,0,-0.0009233439,0.05854797
114.1711,11.60818,10.08331,0,0,-0.0009811725,0.05626297
115.1612,11.70605,10.05993,0,0,7.042615E-05,0.05456161
116.2007,11.80952,10.02579,0,0,0.0004378897,0.05350494
117.1757,11.9071,10.13195,0,0,-0.0003117626,0.05276489
118.1792,12.0066,10.10699,0,0,-0.0005017268,0.05188942
119.1239,12.10036,10.09622,0,0,-0.0001296392,0.05089378
120.2302,12.21008,10.09241,0,0,-5.551148E-06,0.04946136
121.2222,12.30834,10.08635,0,0,-0.0003006272,0.04792786
122.1981,12.40499,10.07389,0,0,0.04640532,0.04567337
123.21,12.50539,10.05435,0,0,0.071079,0.03061676
124.1835,12.6023,10.03216,0,0,0.07325287,0.001123428
125.2487,12.70877,10.01083,0,0,0.07248237,0.05511093
126.2491,12.8087,10.13443,0,0,0.06934373,0.1224213
127.243,12.90725,10.11624,0,0,0.1443587,0.2042923
128.1901,13.00162,10.09354,0,0,0.1660485,0.3145237
129.3595,13.11001,10.07354,0,0,0.194855,0.4145578
130.34,13.20735,10.05168,0,0,0.2000581,0.4153965
131.3573,13.30866,10.03318,0,0,0.1860172,0.4613985
132.3583,13.40891,9.997149,1,0,0.2615703,0.5528814
133.2831,13.50142,10.10481,0,0,0.2792086,0.6971918
134.6563,13.60897,10.08317,0,0,0.3045397,0.776248
135.6471,13.70751,10.056,0,0,0.3090681,0.7033368
136.6765,13.80986,10.03466,0,0,0.3365503,0.6960987
137.6551,13.90755,10.12134,0,0,0.3794912,0.7573544
138.9754,14.00591,10.09505,0,0,0.3623885,0.8938271
139.9982,14.10828,10.05423,0,0,0.3690961,0.7473856
140.9891,14.20693,10.03318,0,0,0.3369363,0.6866032
142.0126,14.30885,10.02153,0,0,0.2870294,0.6977553
142.9957,14.40715,9.992706,1,0,0.3012338,0.7690817
144.2922,14.50445,10.10969,0,0,0.3296401,0.7761825
145.2653,14.602,10.07977,0,0,0.3282104,0.6140558
146.2576,14.70086,10.05661,0,0,0.2880792,0.5189099
147.346,14.80908,10.04224,0,0,0.2494538,0.4830036
148.2753,14.90159,10.03297,0,0,0.2020218,0.5004447
149.3654,15.01044,10.02223,0,0,0.1605681,0.5643023
150.4709,15.10703,10.00617,0,0,0.1632043,0.4064598
151.4983,15.21004,10.13063,0,0,0.1564606,0.2622452
152.4824,15.30777,10.11248,0,0,0.1845031,0.1567612
153.4758,15.40628,10.08886,0,0,0.1968193,0.09214783
154.5225,15.51012,10.06806,0,0,0.1905159,0.07099152
155.4315,15.60043,10.05004,0,0,0.1525796,0.08811951
156.5219,15.70908,10.03833,0,0,0.140938,0.1462326
157.4603,15.80289,10.02458,0,0,0.1120274,0.2224808
158.4693,15.90414,10.00466,0,0,0.1677137,0.3276062
159.5541,16.00032,10.11442,0,0,0.1753287,0.4649455
160.5684,16.10089,10.09159,0,0,0.2275016,0.3897439
161.5744,16.20061,10.07014,0,0,0.2212133,0.3674394
162.6322,16.30569,10.0541,0,0,0.1994656,0.3968295
163.6351,16.40567,10.03453,0,0,0.2687859,0.467583
164.5972,16.50248,10.13063,0,0,0.3467086,0.5940996
165.8411,16.60449,10.08089,0,0,0.373459,0.630299
166.8295,16.70253,10.04502,0,0,0.3573083,0.5991836
167.9034,16.80945,10.02825,0,0,0.3583642,0.6524071
168.8261,16.90209,9.996609,1,0,0.327887,0.7656667
169.8002,17.0004,10.11618,0,0,0.3082889,0.955817
