Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
91.70452,11.20183,9.99264,1,0,-1,2.876297
91.70452,11.30429,10.0075,0,0,-1,3.918298
91.70452,11.40856,10.01461,0,0,-1,4.965068
91.70452,11.50299,9.997719,1,0,-1,5.865386
91.70452,11.60761,10.01097,0,0,-1,6.76405
91.79552,11.70032,9.981013,1,0,-1,7.442255
92.64968,11.80239,9.988117,1,0,-1,8.029065
93.6152,11.90532,9.996217,1,0,-1,8.428529
94.62312,12.0061,9.9974,1,0,-1,8.616689
95.59967,12.10243,9.975205,1,0,-1,8.599648
96.60535,12.2042,9.981081,1,0,-1,8.371063
97.53966,12.30546,9.991755,1,0,-0.9696056,7.937955
98.35971,12.40556,9.973952,1,0,-0.8157405,7.342438
99.05759,12.50195,10.1275,0,0,-0.686336,6.651889
99.67966,12.6003,10.13957,0,0,-0.5767921,5.862545
100.2411,12.70417,10.14179,0,0,-0.9100784,4.964966
100.6689,12.80215,10.10469,0,0,-0.06948079,4.070576
101.1188,12.90082,10.00823,0,0,0.4560758,3.182456
101.7212,13.00371,10.01059,0,0,0.7841815,2.344426
102.4858,13.10608,9.948415,1,0,0.8031079,1.645958
103.3527,13.20585,10.05025,0,0,0.7198952,1.115776
104.3005,13.30697,10.07293,0,0,0.5884897,0.7160864
105.3154,13.41099,10.10292,0,0,0.4663407,0.4230342
106.2218,13.50216,10.10448,0,0,0.3294555,0.241928
107.2554,13.60524,10.1096,0,0,0.2458549,0.1011732
108.2161,13.70383,10.08685,0,0,-1,0.1537933
109.2392,13.80749,10.16083,0,0,-0.4622229,0.276885
110.2837,13.90933,10.24463,0,0,-0.2699476,0.2808094
111.2261,14.00109,10.26388,0,0,-0.1350354,0.2461863
112.276,14.10339,10.25872,0,0,-0.05226462,0.1915359
113.3067,14.20402,10.24224,0,0,-0.0056374,0.1364613
114.3618,14.30725,10.22297,0,0,0.02114254,0.08486366
115.3726,14.40634,10.20454,0,0,0.03028787,0.04172325
116.3515,14.50245,10.18837,0,0,0.03170569,0.00592804
117.3765,14.6032,10.17406,0,0,0.03069558,0.02538681
118.3744,14.70137,10.16038,0,0,0.02699738,0.04992485
119.4373,14.80604,10.14626,0,0,0.02337734,0.0696516
120.3936,14.90032,10.13118,0,0,0.01853228,0.08211803
121.4369,15.00335,10.11528,0,0,0.01498944,0.09091568
122.4183,15.10045,10.09905,0,0,0.01139645,0.09589577
122.86,15.20792,9.696852,1,0,-1,0.5498767
122.86,15.30451,9.98917,1,0,-1,1.41214
135.5971,15.40901,10.27118,0,0,1,1.149522
136.4164,15.5051,9.867492,1,0,0.8434677,0.6566581
137.3544,15.60196,10.11758,0,0,0.6110367,0.3506229
138.3876,15.70443,10.2122,0,0,0.4227676,0.1502364
139.4113,15.80442,10.25291,0,0,0.2857659,0.03585198
140.4442,15.90502,10.25399,0,0,0.1888006,0.03168208
141.477,16.00584,10.23646,0,0,0.1199084,0.07181086
142.4576,16.10186,10.21569,0,0,0.07183854,0.09356609
