Time,Speed,Distance,Throttle Input,Break Input,Speed Limit,Steering Steer Wheel Input,Deviation From Path,Signed Deviation From Path,Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation,
0,-3.855011E-09,0,0,0,0,0,0,0,0.01725385,0.07510244,0,0.0005851059,6.823938E-06
0.1001366,0.03450771,0.0007990405,0.1502049,0,13.88889,0.001170212,1.364788E-05,1.364788E-05,
