Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
61.29063,7.00011,10.09364,0,0,-0.3215302,0.4909134
62.34904,7.106626,10.09006,0,0,-0.2676537,0.290261
63.29265,7.200996,10.07852,0,0,-0.1989786,0.1615167
64.32619,7.304054,10.02856,0,0,-0.3795776,0.06446266
65.32912,7.403606,9.995487,1,0,-0.4786441,0.07659125
66.35988,7.507024,9.961843,1,0,-0.619755,0.2465611
67.32171,7.607629,9.959728,1,0,-0.7203023,0.5869431
68.19769,7.707286,10.10334,0,0,-0.8078413,1.094526
68.93889,7.802688,10.03169,0,0,-0.5151489,1.723999
73.63711,7.903636,10.12783,0,0,1,1.516808
74.23637,8.011342,10.18481,0,0,0.4116814,0.6197295
74.71996,8.106018,10.18857,0,0,0.1903758,0.2155914
75.17847,8.200169,10.18303,0,0,0.1089206,1.058881
77.93556,8.300002,10.16377,0,0,0.09308375,1.010992
78.92901,8.400061,10.13732,0,0,0.1261863,0.7970595
79.92703,8.500229,10.11403,0,0,0.1355919,0.6134351
80.97305,8.604887,10.09592,0,0,0.1389821,0.4563957
81.97302,8.7047,10.08018,0,0,0.1230799,0.3387425
82.9745,8.804503,10.06695,0,0,0.1035965,0.2493397
83.95397,8.902045,10.0545,0,0,0.08358123,0.1842141
84.96099,9.002364,10.03834,0,0,-0.1003365,0.1306678
85.96284,9.10276,10.12856,0,0,-0.4356833,0.03366451
86.96533,9.204467,10.05265,0,0,-0.8960426,0.1824978
87.88489,9.305071,10.04394,0,0,-1,0.6074818
94.85343,9.406097,9.930136,1,0,-1,0.8078989
94.78746,9.504019,9.929432,1,0,-1,0.1852684
94.92506,9.603912,9.930841,1,0,-1,1.191404
95.2666,9.704381,9.929513,1,0,-1,2.152897
95.77381,9.80084,10.04172,0,0,-1,2.990405
96.46436,9.900596,10.03991,0,0,-1,3.733989
97.31422,10.00276,10.04784,0,0,-1,4.332195
98.281,10.10618,9.928015,1,0,-1,4.744111
99.28125,10.2068,9.925061,1,0,-1,4.940717
100.3055,10.30789,10.05596,0,0,-1,4.926858
101.2846,10.4067,10.05047,0,0,-1,4.70828
102.1912,10.50462,10.0435,0,0,-1,4.299741
102.9968,10.6024,10.03667,0,0,-1,3.718
103.7132,10.70361,10.25022,0,0,-0.2734178,2.97159
104.4174,10.80233,10.29376,0,0,0.1342213,2.237631
105.2111,10.90693,10.22376,0,0,0.3285144,1.514347
105.9746,11.00079,10.16004,0,0,0.3470094,0.934607
106.8483,11.10227,10.13469,0,0,0.3354225,0.3833776
107.7383,11.20141,10.12436,0,0,0.288217,0.0880667
108.8072,11.30285,10.12639,0,0,0.189095,0.1779346
109.819,11.40276,10.11947,0,0,0.1137606,0.1973019
110.8148,11.50123,10.10665,0,0,0.06418207,0.1993933
111.8367,11.60243,10.09278,0,0,0.03322246,0.1912575
112.8564,11.70356,10.0791,0,0,0.01405852,0.1773748
113.8383,11.80104,10.0655,0,0,0.003050357,0.1615171
114.8616,11.90276,10.05142,0,0,-0.00339501,0.1447716
115.867,12.00284,10.03208,0,0,-0.1551415,0.1301975
116.9113,12.10691,10.10097,0,0,-0.4721176,0.1682854
117.9109,12.20744,10.03455,0,0,-0.8313032,0.3311444
118.7949,12.30146,10.04138,0,0,-1,0.6719074
119.6828,12.40652,9.931268,1,0,-1,1.26604
125.976,12.50216,10.18771,0,0,1,0.375025
125.7217,12.6069,9.822005,1,0,0.5961381,0.6282051
132.0599,12.70253,9.919616,1,0,1,0.2570973
133.0162,12.80385,9.937124,1,0,1,0.127079
134.012,12.90283,10.08826,0,0,0.6320534,0.3057325
135.0252,13.00159,10.21991,0,0,0.3885956,0.3691328
136.0848,13.10466,10.25343,0,0,0.2215231,0.373208
137.0996,13.20372,10.24447,0,0,0.1110642,0.3466268
138.1465,13.30627,10.22839,0,0,0.04318355,0.3042993
139.1698,13.40666,10.21603,0,0,0.006471798,0.2579044
140.1626,13.50406,10.20754,0,0,-0.01281493,0.2132099
141.1943,13.60522,10.19885,0,0,-0.02426675,0.1700157
142.2562,13.70936,10.18676,0,0,-0.02959003,0.1312148
