Time, Car_Saar_AI (41), Car_Saar_AI (42), Car_Saar_AI (43), Car_Saar_AI (44), Car_Saar_AI (45), Car_Saar_AI (46), Car_Saar_AI (47), Car_Saar_AI (48), Car_Saar_AI (49), Car_Saar_AI (50), Car_Saar_AI (51), Car_Saar_AI (52), Car_Saar_AI (53), Car_Saar_AI (54), Car_Saar_AI (55), Car_Saar_AI (56), Car_Saar_AI (57), Car_Saar_AI (58), Car_Saar_AI (59), Car_Saar_AI (60), 
57.50435, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
58.00141, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
58.50544, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
59.00078, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
59.50037, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
60.00713, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
60.50386, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
61.00366, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
61.50657, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
62.00746, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
62.50443, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
63.00607, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
63.50523, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
64.00321, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
64.5014, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
65.00325, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
65.50811, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
66.00838, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
66.50229, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
67.00304, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
67.50648, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
68.00005, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
68.50311, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
69.00355, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
69.50163, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
70.005, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
70.50314, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
71.00539, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
71.50186, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
72.00615, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
72.50129, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
73.00377, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
73.50703, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
74.00156, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
74.50509, 308.8737, 222.2968, 222.834, 218.081, 209.1331, 267.0672, 230.4381, 211.0747, 201.6358, 225.5173, 216.86, 207.7302, 236.0419, 203.1219, 198.8549, 229.9276, 221.0621, 221.8462, 212.9458, 208.3111, 
