Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
125.2094,12.70014,10.03442,0,0,0.06896815,0.05488586
126.2973,12.80898,10.01672,0,0,0.0634039,0.1280537
127.2838,12.90794,9.999674,1,0,0.1362436,0.2087097
128.282,13.00735,10.11683,0,0,0.1794368,0.3258209
129.3446,13.10485,10.09725,0,0,0.1923765,0.4142021
130.3534,13.20475,10.07309,0,0,0.1897244,0.4164371
131.3505,13.30382,10.05477,0,0,0.178351,0.4620172
132.3547,13.40418,10.01739,0,0,0.2468453,0.5554721
133.3352,13.50325,10.12885,0,0,0.2892509,0.709421
134.6408,13.60372,10.10344,0,0,0.2964039,0.7796515
135.6442,13.70329,10.07117,0,0,0.2865074,0.7053658
136.6682,13.80488,10.05283,0,0,0.3240006,0.6978698
137.6583,13.90362,10.00036,0,0,0.3349154,0.7610106
138.9963,14.00453,10.11037,0,0,0.3579882,0.8890253
139.9852,14.10328,10.06989,0,0,0.3538332,0.7471473
140.993,14.20338,10.05319,0,0,0.323693,0.6863499
141.9946,14.30286,10.04165,0,0,0.2733904,0.6962485
142.9967,14.40283,10.01504,0,0,0.2932089,0.7699734
144.3051,14.50227,10.13224,0,0,0.3344958,0.7721611
145.2974,14.60151,10.09634,0,0,0.3159457,0.6085318
146.2988,14.70102,10.07903,0,0,0.2845558,0.5161186
147.329,14.8032,10.06703,0,0,0.2438766,0.4847474
148.3337,14.90299,10.05538,0,0,0.1931577,0.5046875
149.3335,15.00258,10.04515,0,0,0.1522847,0.5639423
150.4911,15.10409,10.02886,0,0,0.1543697,0.4061432
151.482,15.2039,10.01203,0,0,0.143408,0.2662354
152.4711,15.30329,9.996163,1,0,0.1720658,0.158947
153.4933,15.40466,10.10919,0,0,0.1948396,0.09072113
154.5,15.50428,10.08946,0,0,0.1813492,0.07020187
155.5127,15.60467,10.07453,0,0,0.1590216,0.09114075
156.5137,15.70418,10.06116,0,0,0.1330356,0.1462555
157.5387,15.80644,10.04817,0,0,0.1093553,0.2313347
158.5502,15.90775,10.02483,0,0,0.16151,0.3407516
159.6671,16.00768,10.00376,0,0,0.2016608,0.4570138
160.6078,16.10116,10.11285,0,0,0.2241548,0.389068
161.6388,16.20312,10.09273,0,0,0.2162922,0.3701597
162.6443,16.30276,10.07774,0,0,0.1896394,0.4011039
163.6541,16.40323,10.05487,0,0,0.2574824,0.4742929
164.6514,16.5034,10.00493,0,0,0.2947923,0.6082669
165.8815,16.60465,10.10276,0,0,0.3707847,0.6321235
166.8886,16.70431,10.06574,0,0,0.3458893,0.6058352
167.9245,16.80718,10.04889,0,0,0.3429212,0.6608156
168.9291,16.90791,10.02791,0,0,0.3422543,0.7913953
169.9171,17.00839,10.00987,0,0,0.3093764,0.9921743
171.399,17.10139,10.13345,0,0,0.3098942,0.9587778
172.3829,17.20042,10.09913,0,0,0.2953498,0.7633411
173.3921,17.30116,10.06128,0,0,0.3604207,0.632248
174.4165,17.40314,10.00842,0,0,0.3943738,0.5905316
175.5321,17.50386,10.10899,0,0,0.425316,0.5713942
176.5485,17.60431,10.07588,0,0,0.3721679,0.5437267
177.5544,17.70405,10.06331,0,0,0.3340965,0.598679
178.5803,17.80672,10.03223,0,0,0.3435681,0.7318718
179.5781,17.90821,10.01749,0,0,0.3351193,0.9417719
181.0397,18.00176,9.997336,1,0,0.319454,0.9479234
182.0773,18.1061,10.10166,0,0,0.3223529,0.7746372
183.1033,18.20802,10.08857,0,0,0.3234753,0.679437
184.0653,18.30349,10.02479,0,0,0.3908348,0.6607906
185.2643,18.40598,10.11116,0,0,0.4869172,0.6675892
186.2149,18.5001,10.06367,0,0,0.4433531,0.6054855
187.2475,18.60252,10.04283,0,0,0.4012067,0.6389083
188.2771,18.70554,10.02788,0,0,0.3471325,0.7618842
189.2924,18.80866,10.00422,0,0,0.3721388,0.9647146
190.944,18.90244,10.11173,0,0,0.336713,1.168638
191.9439,19.00433,10.07574,0,0,0.3578003,0.9170702
192.9386,19.10427,10.05023,0,0,0.3287963,0.7520283
193.9398,19.20414,10.03803,0,0,0.2894439,0.6601421
194.9519,19.30493,10.00687,0,0,0.3010783,0.6347399
196.1192,19.40628,9.986809,1,0,0.3119781,0.5819036
197.1318,19.50716,10.10056,0,0,0.301622,0.4563971
198.1447,19.60749,10.08751,0,0,0.2626089,0.3986716
199.1664,19.70871,10.07908,0,0,0.2250676,0.3967185
200.1154,19.80293,10.06686,0,0,0.173421,0.4356383
201.1486,19.90588,10.05537,0,0,0.134477,0.5125787
202.381,20.0081,10.04603,0,0,0.1488843,0.3681584
203.2873,20.101,10.0548,0,0,0.1343688,0.2476591
204.2983,20.20388,10.11021,0,0,0.1235799,0.1431937
205.3305,20.30758,10.22908,0,0,0.1016918,0.0616713
206.2713,20.40043,10.41301,0,0,0.08240119,0.008374883
207.3072,20.50054,10.65004,0,0,0.06455288,0.03363413
208.3728,20.60112,10.92405,0,0,0.04795913,0.06335749
209.5004,20.70497,11.22666,0,0,0.03494864,0.08433957
210.6628,20.80175,11.5574,0,0,0.02456091,0.09148653
211.8372,20.90302,11.92331,0,0,0.01642688,0.09877761
213.0456,21.00407,12.3287,0,0,0.01103117,0.1020506
214.2667,21.10241,12.46768,0,0,0.01642934,0.1025614
215.5436,21.20188,12.70855,0,0,0.0009981832,0.09841121
216.7135,21.30353,12.69823,0,0,0.03772266,0.1054975
217.9635,21.40187,12.7211,0,0,0.006873632,0.116288
219.3159,21.50673,12.88405,0,0,-0.0112849,0.1102479
220.5709,21.60285,12.77426,0,0,-0.008028278,0.09887969
221.9437,21.70836,12.8458,0,0,-0.005163626,0.08756621
223.1093,21.80408,12.78053,0,0,0.002971631,0.08468819
224.4419,21.90821,12.67744,0,0,0.005408196,0.08654404
225.6227,22.00208,12.59044,0,0,-0.0008923244,0.08904839
226.8954,22.10429,12.53393,0,0,-0.002486673,0.08950424
228.0893,22.20036,12.51552,0,0,0.001466686,0.08810425
229.3571,22.30204,12.52543,0,0,0.001747643,0.08513641
230.6772,22.40732,12.53519,0,0,-0.001855328,0.08048439
231.874,22.50242,12.52561,0,0,-0.002375335,0.07621574
233.1336,22.60264,12.49573,0,0,0.0002678805,0.07352448
234.4221,22.70576,12.45285,0,0,0.001017347,0.07278061
235.686,22.80759,12.40646,0,0,-0.0004517897,0.07249832
236.8388,22.9009,12.36875,0,0,-0.0007792162,0.07172012
238.0885,23.00228,12.34563,0,0,0.0001323768,0.07024002
239.3144,23.10176,12.33238,0,0,0.0002667983,0.06823349
240.5459,23.20166,12.31921,0,0,-0.0004283423,0.06578636
241.7869,23.30233,12.30037,0,0,-0.0006088163,0.06335449
243.0442,23.40449,12.27541,0,0,-5.947659E-05,0.06148338
244.2742,23.50473,12.24613,0,0,0.0001776745,0.06028748
245.5244,23.60697,12.21561,0,0,-6.433902E-05,0.05932617
246.765,23.70872,12.18759,0,0,0.1310966,0.05825424
247.9037,23.80256,12.09873,0,0,0.3701747,0.01687431
249.1334,23.90569,11.96317,0,0,0.5239617,0.1622963
250.2953,24.00698,11.81963,0,0,0.6125716,0.5017414
251.2955,24.10011,11.69932,0,0,0.6440383,0.9665604
252.289,24.2024,11.59579,0,0,0.6955745,1.638187
258.0053,24.30313,11.47995,0,0,0.6536422,2.421371
258.9414,24.40416,11.12165,0,0,1,1.749413
259.999,24.50696,10.95828,0,0,1,1.312218
261.0808,24.60719,10.79822,0,0,1,1.11343
263.6883,24.7002,10.60748,0,0,1,0.4693966
263.928,24.80373,10.44948,0,0,1,0.6111546
264.3464,24.90065,10.26433,0,0,1,1.540527
264.9665,25.00232,10.10614,0,0,1,2.389175
265.733,25.10304,9.955883,1,0,1,3.070467
266.6293,25.2042,9.969741,1,0,1,3.57625
267.606,25.3049,9.982629,1,0,1,3.884726
276.5486,25.40634,10.13302,0,0,0.08773766,3.923473
276.6943,25.50876,9.803698,1,0,-1,2.898666
277.087,25.6009,10.0708,0,0,-1,2.059719
277.7131,25.70218,9.970087,1,0,-1,1.234966
278.5135,25.80534,9.99731,1,0,-1,0.5519485
279.3602,25.90008,9.983433,1,0,-1,0.08202744
280.3744,26.00466,9.990806,1,0,-0.8840408,0.2379913
281.4179,26.10728,10.26456,0,0,-0.5422591,0.3681831
282.3859,26.20105,10.32508,0,0,-0.3123636,0.4043617
283.4445,26.30343,10.34692,0,0,-0.1679306,0.3914948
284.515,26.40699,10.34744,0,0,-0.07710541,0.3519249
285.5648,26.50857,10.33959,0,0,-0.02280602,0.3050461
286.5295,26.60196,10.32753,0,0,0.003059227,0.2626419
287.5753,26.7033,10.31206,0,0,0.01723586,0.2203369
288.6207,26.80476,10.29413,0,0,0.02367754,0.1827049
289.6011,26.90012,10.2753,0,0,0.0249372,0.1516953
290.6771,27.00499,10.25722,0,0,0.0238339,0.1230545
291.7403,27.10879,10.24093,0,0,0.02118519,0.1003494
292.6972,27.20233,10.22626,0,0,0.01749908,0.08460236
293.7362,27.304,10.21226,0,0,0.01416,0.07178116
294.7862,27.40687,10.19791,0,0,0.01104441,0.0623436
295.7449,27.50092,10.18271,0,0,0.00854229,0.0558548
296.7932,27.60392,10.16671,0,0,0.006622976,0.05023193
297.8585,27.70878,10.15038,0,0,0.005294796,0.04555511
298.8138,27.80297,10.13427,0,0,0.003833933,0.04213715
299.8832,27.90859,10.11872,0,0,0.00289928,0.03911209
300.8235,28.00158,10.10373,0,0,0.002087426,0.03712463
301.8655,28.10478,10.08901,0,0,0.001496329,0.0355072
302.9115,28.20852,10.07425,0,0,0.001038567,0.03430176
303.8595,28.30268,10.05926,0,0,0.000721456,0.03335571
304.9096,28.40714,10.04404,0,0,0.0005047247,0.03236008
