Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
10.01791,0.1614035,0,0.1179028,0.4307791

Distance Along Path,Time,Speed,Throttle Input,Break Input,Steering Steer Wheel Input,Deviation From Path
0,0,2.014009E-06,0,0,0,0
2.01729,0.105478,0.4293748,1,0,-0.4127364,0.4958152
2.080244,0.2054849,0.8858993,1,0,-0.3742669,0.4816751
2.194479,0.3089024,1.359585,1,0,-0.3282897,0.4568367
2.339533,0.4011289,1.848376,1,0,-0.2772465,0.4263611
2.563102,0.5093115,2.349952,1,0,-0.2126561,0.3812952
2.805038,0.6036439,2.865883,1,0,-0.1461072,0.3349066
3.112389,0.7040801,3.406505,1,0,-0.07880843,0.2796783
3.473352,0.8043632,3.979436,1,0,-0.01764075,0.2204552
3.888079,0.9035083,4.590848,1,0,0.03554763,0.1597919
4.404296,1.01002,5.243583,1,0,0.07774805,0.09547043
4.938999,1.106411,5.930939,1,0,0.09933966,0.04161644
5.555076,1.205029,6.635007,1,0,0.1056024,0.005693436
6.283421,1.309439,7.337675,1,0,0.1006548,0.04531002
7.012021,1.404395,8.034196,1,0,0.08591971,0.07166004
7.874085,1.507553,8.727117,1,0,0.06867401,0.09040737
8.747594,1.604201,9.418621,1,0,0.04789398,0.1000557
9.708714,1.703174,10.11096,0,0,0.0307078,0.1037064
10.77016,1.808308,10.09698,0,0,0.01767068,0.1027136
11.70413,1.900886,10.0851,0,0,0.009208487,0.09927464
12.78759,2.00835,10.07327,0,0,0.003508642,0.09380817
13.73638,2.102547,10.05976,0,0,0.0005827155,0.08859539
14.75964,2.204285,10.0442,0,0,-0.001213508,0.08309937
15.82415,2.310333,10.02741,0,0,-0.00213361,0.07787609
16.74869,2.402617,10.01062,0,0,-0.002167014,0.07386208
17.7649,2.504172,10.13639,0,0,-0.002403344,0.07001877
18.82718,2.609071,10.12121,0,0,-0.002171791,0.06657314
19.75008,2.700325,10.1068,0,0,-0.0016889,0.06394386
20.78119,2.802402,10.09253,0,0,-0.001475209,0.0613327
21.81792,2.905176,10.07787,0,0,-0.0012022,0.05899143
22.82172,3.004834,10.06268,0,0,-0.0009646001,0.05696869
23.78646,3.100763,10.04712,0,0,-0.0007556858,0.05522442
24.84237,3.205931,10.03154,0,0,-0.0006101797,0.05350399
25.80091,3.301556,10.01625,0,0,-0.0004704925,0.05207634
26.85028,3.4064,10.00133,0,0,-0.0003959686,0.0506134
27.88363,3.508822,10.12803,0,0,-0.0003048512,0.04924965
28.87031,3.606311,10.11297,0,0,-0.0002599317,0.04800606
29.84618,3.702874,10.09375,0,0,-0.07138154,0.05006599
30.84078,3.801508,10.07359,0,0,-0.1097946,0.07604408
31.92006,3.908878,10.0563,0,0,-0.1301872,0.1366482
32.88696,4.005447,10.0304,0,0,-0.1793585,0.2201834
33.84502,4.101835,10.00182,0,0,-0.1991993,0.346158
34.87624,4.206,10.1233,0,0,-0.276442,0.5350924
35.83291,4.3035,10.07044,0,0,-0.3049413,0.7731819
37.11095,4.402691,10.02115,0,0,-0.4197885,0.9419618
38.13226,4.504603,10.07224,0,0,-0.5088196,1.046323
39.07819,4.600679,10.01832,0,0,-0.4844922,1.258606
40.54229,4.703716,10.03715,0,0,-0.3557772,1.383458
41.5746,4.806594,10.04104,0,0,-0.2400073,1.45401
43.14723,4.906097,10.02953,0,0,-0.07397058,1.269391
44.41351,5.004409,10.01057,0,0,0.06087241,0.9321506
45.18013,5.101917,10.1335,0,0,0.0980253,0.3244513
45.97294,5.203657,10.11173,0,0,0.1207096,0.3329644
46.71999,5.302248,10.08507,0,0,0.1647595,0.9918572
48.20393,5.407846,10.04583,0,0,0.2837213,1.327482
49.89141,5.503562,10.00074,0,0,0.267235,1.673703
50.87982,5.601518,10.0913,0,0,0.2680206,1.6462
52.68048,5.708354,10.07214,0,0,0.3253483,1.39847
53.58681,5.805359,10.02759,0,0,0.3089767,1.052422
54.5153,5.902372,10.02024,0,0,0.284253,0.7660027
55.47433,6.000627,10.02266,0,0,0.2555985,0.5326271
56.50851,6.105156,10.01845,0,0,0.2215199,0.3413601
57.49067,6.203781,10.00486,0,0,0.1750771,0.2086945
58.50805,6.305202,10.12693,0,0,0.1391263,0.1116333
59.48383,6.401878,10.1052,0,0,0.1039912,0.04726219
60.47229,6.500001,10.08663,0,0,0.07897969,0.001625061
61.53282,6.605399,10.07311,0,0,0.05827582,0.03289986
62.4966,6.701208,10.06324,0,0,0.04124169,0.05527878
63.49999,6.800954,10.05354,0,0,0.03052983,0.072052
64.57358,6.907726,10.04132,0,0,0.02267502,0.0838623
65.57092,7.007045,10.02611,0,0,0.01543697,0.08967209
66.54335,7.104073,10.00881,0,0,0.01007446,0.09146881
67.53398,7.202814,10.13256,0,0,0.1936382,0.09082985
68.51543,7.300195,10.04086,0,0,0.3719658,0.04609108
69.58801,7.408126,10.05725,0,0,0.6215944,0.1254425
70.52174,7.505079,9.99027,1,0,0.6364864,0.426136
71.4173,7.604625,9.93797,1,0,0.640919,0.889246
72.21695,7.703514,9.957442,1,0,0.6611059,1.498384
76.94621,7.80239,10.02695,0,0,0.7527733,1.805439
77.77754,7.900861,10.08161,0,0,0.7051162,1.254345
78.75936,8.00727,10.09244,0,0,0.6158077,0.808197
79.66483,8.101215,10.10254,0,0,0.4692684,0.5199795
80.72479,8.208268,10.12962,0,0,0.3584656,0.2842388
81.69762,8.305025,10.14451,0,0,0.2611506,0.1371117
82.6775,8.401853,10.14302,0,0,0.1885522,0.03456306
83.69054,8.501812,10.13028,0,0,0.1313014,0.03512764
84.70121,8.601682,10.11249,0,0,0.08954293,0.07709885
85.77265,8.707811,10.0942,0,0,0.06158279,0.1006126
86.75062,8.804869,10.07813,0,0,0.03979651,0.1107044
87.73929,8.903089,10.0653,0,0,0.0246865,0.1150551
88.67564,9.002589,10.05163,0,0,0.01530884,0.1157136
89.66029,9.10071,9.951664,1,0,0.01514415,0.1164134
90.74686,9.207467,9.999951,1,0,0.009976387,0.1153618
91.73846,9.304651,9.995414,1,0,0.008445021,0.1147453
92.7477,9.404127,10.07655,0,0,0.004811316,0.1137562
93.60896,9.50301,9.975272,1,0,0.001447886,0.1045019
94.60278,9.601492,9.982419,1,0,-0.0004294515,0.1009823
95.60685,9.700931,9.958286,1,0,-0.0008396478,0.0969054
96.69141,9.808256,10.04048,0,0,-0.0009411285,0.09276635
97.6879,9.906856,9.936096,1,0,1.896266E-05,0.08959462
98.67796,10.00517,9.92599,1,0,0.0006383937,0.08700506
99.66548,10.10274,10.0224,0,0,0.000106764,0.08600254
100.6256,10.20126,9.694635,1,0,-0.0003484925,0.08356963
101.6135,10.30746,9.270969,1,0,-0.000812212,0.08083756
102.497,10.40639,8.92245,1,0,-0.001134427,0.07822804
103.3458,10.50506,8.658608,1,0,-0.001634981,0.07562032
104.2507,10.6041,8.762841,1,0,0.001550266,0.07695073
105.1588,10.70558,9.325329,1,0,0.0001134556,0.07434534
106.1396,10.80836,9.89145,1,0,-0.001481527,0.07113171
107.1115,10.90591,10.03984,0,0,-0.0009699864,0.06827811
108.111,11.00609,10.06161,0,0,-0.0005247504,0.06617676
109.1466,11.10569,10.1131,0,0,-0.001548597,0.06509018
110.1272,11.20401,10.07282,0,0,-0.001770048,0.06370926
111.1242,11.30381,10.08104,0,0,-0.0006015426,0.06236839
112.1216,11.40303,10.1059,0,0,0.0001375214,0.06094742
113.1248,11.50207,10.11693,0,0,-0.0005071233,0.05912399
114.1273,11.60065,10.10806,0,0,-0.0007860693,0.05700302
115.2214,11.70854,10.08439,0,0,5.091028E-05,0.05505371
116.2222,11.80793,10.04965,0,0,0.0004807063,0.05392456
117.2258,11.90826,10.01379,0,0,-0.0001194119,0.0531044
118.2156,12.00719,10.13127,0,0,-0.0005154167,0.05223846
119.2036,12.105,10.12097,0,0,-0.0001412062,0.05124092
120.2139,12.20494,10.11688,0,0,4.756264E-05,0.04999733
121.2042,12.30279,10.11034,0,0,-0.0002029701,0.04852104
122.2144,12.4026,10.09707,0,0,0.04247136,0.04554176
123.2074,12.5009,10.07753,0,0,0.06628157,0.02956009
124.2882,12.60827,10.05586,0,0,0.07884397,0.007320404
