Time, Car_Saar_AI (41), Car_Saar_AI (42), Car_Saar_AI (43), Car_Saar_AI (44), Car_Saar_AI (45), Car_Saar_AI (46), Car_Saar_AI (47), Car_Saar_AI (48), Car_Saar_AI (49), Car_Saar_AI (50), Car_Saar_AI (51), Car_Saar_AI (52), Car_Saar_AI (53), Car_Saar_AI (54), Car_Saar_AI (55), Car_Saar_AI (56), Car_Saar_AI (57), Car_Saar_AI (58), Car_Saar_AI (59), Car_Saar_AI (60), 
64.0015, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
64.5025, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
65.00027, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
65.50566, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
66.00027, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
66.50103, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
67.00164, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
67.50468, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
68.00246, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
68.50566, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
69.00689, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
69.50509, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
70.00921, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
70.50696, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
71.00779, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
71.50096, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
72.01085, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
72.50244, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
73.00414, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
73.50047, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
74.00048, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
74.50571, 226.2993, 221.9597, 221.6457, 217.5184, 217.3425, 223.7232, 209.8224, 229.6802, 210.0853, 201.1022, 235.271, 226.2661, 230.7946, 206.9973, 205.9442, 224.657, 220.8374, 220.2831, 211.1217, 215.8041, 
