Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation, , 
8.756763,0.4,0,0.03254596,1.102538

Distance Along Path,Time,Speed,Throttle Input,Break Input,Steering Steer Wheel Input,Deviation From Path
0,0,1.502353E-07,0,0,0,0
0.01731745,0.1000002,0.4392346,1,0,0.01252065,0.002106038
0.07916471,0.2000002,0.8910284,1,0,0.02371713,0.005327789
0.1865769,0.3000002,1.352377,1,0,0.03504781,0.01059374
0.3406574,0.4000002,1.825936,1,0,0.04522669,0.01734133
0.5427374,0.5000002,2.315205,1,0,0.05327431,0.02482591
0.794507,0.6000002,2.824941,1,0,0.05825299,0.03219662
1.098193,0.7000002,3.361181,1,0,0.05944038,0.03859662
1.456715,0.8000002,3.930675,1,0,0.05657788,0.04328168
1.873713,0.9000002,4.539196,1,0,0.04998991,0.04571271
2.353244,1,5.181174,1,0,0.1378691,0.04548197
2.897831,1.1,5.847795,1,0,0.1874023,0.02366755
3.508957,1.2,6.538431,1,0,0.2034712,0.02915016
4.186661,1.3,7.24144,1,0,0.1917556,0.1168544
4.930209,1.4,7.947905,1,0,0.1607915,0.2397343
5.73912,1.5,8.652505,1,0,0.1194758,0.3954088
6.61348,1.6,9.352844,1,0,0.07667667,0.5797766
7.553883,1.7,10.04883,0,0,0.03931424,0.7878629
8.533758,1.8,10.03374,0,0,-0.03417587,1.007363
9.514523,1.9,10.01693,0,0,-0.06366453,1.215343
10.49705,2,10.00086,0,0,-0.07402892,1.407113
12.17048,2.1,10.26956,0,0,-0.06392942,1.276081
13.15349,2.2,10.24771,0,0,0.1258654,0.9808426
14.14359,2.3,10.21642,0,0,0.1838611,0.7205305
15.14197,2.4,10.19081,0,0,0.194225,0.5060787
16.14685,2.5,10.17217,0,0,0.1799296,0.336853
17.15583,2.6,10.15723,0,0,0.1546165,0.207304
18.16684,2.7,10.14343,0,0,0.126434,0.1103048
19.17841,2.8,10.12958,0,0,0.0997248,0.03899384
20.18965,2.9,10.1154,0,0,0.07651949,0.01243019
21.20002,3,10.10098,0,0,0.05762824,0.04857922
22.20922,3.1,10.07827,0,0,0.1575617,0.06982803
23.21606,3.2,10.04992,0,0,0.1957432,0.05242634
24.21867,3.3,10.02551,0,0,0.2082834,0.01166058
25.21503,3.4,10.00479,0,0,0.207459,0.1230707
26.20607,3.5,10.26854,0,0,0.3173762,0.2803793
27.20931,3.6,10.24307,0,0,0.1391419,0.4955215
28.20473,3.7,10.23275,0,0,0.112426,0.7375917
29.19294,3.8,10.21453,0,0,0.1434926,1.001292
30.17015,3.9,10.18559,0,0,0.2294397,1.295751
31.12662,4,10.13021,0,0,0.3760457,1.641933
32.04134,4.1,10.01926,0,0,0.5777165,2.071091
54.48204,4.2,10.07491,0,0,1,2.383555
53.74729,4.3,9.922706,1,0,1,1.696571
53.18416,4.4,9.95137,1,0,1,0.8479233
52.80525,4.5,9.954146,1,0,1,0.09865665
52.62753,4.6,9.953588,1,0,1,1.102683
52.65836,4.7,9.95038,1,0,1,2.121254
52.89677,4.8,9.946327,1,0,1,3.111172
53.33281,4.9,9.942806,1,0,1,4.030608
53.94766,5,9.93969,1,0,1,4.84097
54.71477,5.1,9.936169,1,0,0.9906462,5.508516
55.60041,5.2,10.03091,0,0,0.847369,6.010811
130.7286,5.3,10.12302,0,0,-1,5.458357
129.9657,5.4,9.691913,1,0,-1,4.815588
129.4275,5.5,9.970712,1,0,-1,3.967596
129.0698,5.6,9.997906,1,0,-1,3.008353
128.9148,5.7,10.01188,0,0,-1,1.993178
128.9668,5.8,10.1288,0,0,-1,0.9758558
129.2282,5.9,10.01103,0,0,-1,0.01918763
127.0469,6,10.12068,0,0,-1,0.2438185
126.0966,6.1,10.00772,0,0,-1,0.6332577
125.0984,6.2,10.11977,0,0,-1,0.8183421
121.4399,6.3,10.00109,0,0,-1,0.2938385
122.2977,6.4,10.10528,0,0,-1,0.2458525
122.86,6.5,9.984922,1,0,-1,0.1445111
122.86,6.6,9.982323,1,0,-0.8789036,0.4628391
122.86,6.7,10.30927,0,0,-0.4240606,1.21212
136.9688,6.8,10.26096,0,0,-0.5197306,2.39301
137.8774,6.9,10.22183,0,0,-0.01832268,1.922301
138.7991,7,10.19033,0,0,0.2067819,1.481368
139.7416,7.1,10.13673,0,0,0.2880744,1.097865
140.7052,7.2,10.09918,0,0,0.2999165,0.7834367
141.685,7.3,10.07738,0,0,0.2754503,0.5354449
142.6755,7.4,10.06354,0,0,0.2352305,0.3452446
