Time, Car_Saar_AI (41), Car_Saar_AI (42), Car_Saar_AI (43), Car_Saar_AI (44), Car_Saar_AI (45), Car_Saar_AI (46), Car_Saar_AI (47), Car_Saar_AI (48), Car_Saar_AI (49), Car_Saar_AI (50), Car_Saar_AI (51), Car_Saar_AI (52), Car_Saar_AI (53), Car_Saar_AI (54), Car_Saar_AI (55), Car_Saar_AI (56), Car_Saar_AI (57), Car_Saar_AI (58), Car_Saar_AI (59), Car_Saar_AI (60), 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0.5010018, -0.006636661, -0.006516889, -0.006576858, -0.006456719, 0.09815056, -0.004846202, -0.004746201, -0.004796257, -0.005744076, 0.0995614, 0.002864012, 0.002721198, 0.002773514, -0.003752538, 0.146483, -0.007526373, -0.007421294, -0.007474113, -0.007368816, 0.09705699, 
1.005024, 0.0009049292, 0.001109818, 0.001013331, -0.0001949454, 1.062424, 0.004460956, 0.004618202, 0.004555618, 0.006184634, 1.070694, 0.01060132, 0.01018529, 0.01038573, 0.006718715, 1.179361, -0.00105136, -0.0008152492, -0.0009354774, 0.01314833, 1.05821, 
1.505216, 0.01325951, 0.007759691, 0.01339001, 0.2549839, 3.415764, 0.01760874, 0.01457789, 0.0177062, 0.2787586, 3.440357, 0.02389874, 0.01360703, 0.02354976, 0.2793232, 3.617929, 0.01054816, 0.005574283, 0.01070619, 0.2826172, 3.405636, 
2.006514, 0.02033369, 0.02698262, 0.02208045, 1.316599, 7.422901, 0.02385124, 0.03478815, 0.02402241, 1.361472, 7.46266, 0.03318024, 0.03549768, 0.03359227, 1.363833, 7.706241, 0.02131693, -0.01570699, 0.02654367, 1.330663, 7.407165, 
2.502313, 0.03515767, 0.331451, 0.034403, 3.710385, 12.57949, 0.02108808, 0.3095925, 0.03042886, 3.741635, 12.62864, 0.04487366, 0.3175953, 0.04133452, 3.768159, 12.90972, 0.03298585, 0.2378638, 0.03213671, 3.710315, 12.56032, 
3.002985, 0.04281572, 1.532354, 0.06244323, 7.772019, 18.47636, 0.0188687, 1.382884, 0.04602954, 7.790007, 18.53098, 0.05610821, 1.448123, 0.06738147, 7.839566, 18.83377, 0.05230553, 1.412042, 0.063385, 7.758458, 18.4552, 
3.500007, 0.04645684, 4.128021, 0.4640842, 12.97135, 24.72334, 0.01862418, 3.766223, 0.3582993, 12.98227, 24.78107, 0.06197589, 3.909214, 0.3820033, 13.04447, 25.09618, 0.05157093, 3.978179, 0.4237551, 12.94974, 24.70104, 
4.008908, 0.0924016, 8.446738, 1.796086, 18.98881, 31.35115, 0.04589374, 7.887742, 1.546409, 18.99563, 31.41068, 0.0934497, 8.109771, 1.56126, 19.06515, 31.73295, 0.09658973, 8.276809, 1.750603, 18.9625, 31.32819, 
4.500451, 0.4962219, 13.70037, 4.468251, 25.18151, 37.87914, 0.390894, 13.03171, 4.084102, 25.18608, 37.93966, 0.4624569, 13.29724, 4.092281, 25.25964, 38.26584, 0.5162819, 13.5191, 4.449298, 25.15261, 37.85582, 
5.003095, 1.874786, 19.7045, 8.816905, 31.73472, 44.62743, 1.621133, 18.97157, 8.318335, 31.73798, 44.68853, 1.800703, 19.26255, 8.319538, 31.81389, 45.01698, 1.893443, 19.51656, 8.822562, 31.70431, 44.60391, 
5.509941, 4.794645, 26.12713, 14.28902, 38.47069, 51.47425, 4.34102, 25.35747, 13.72519, 38.47322, 51.53568, 4.616123, 25.663, 13.72135, 38.55045, 51.8654, 4.793999, 25.93538, 14.30874, 38.43943, 51.45059, 
6.019998, 9.132512, 32.48649, 20.12866, 45.00053, 58.06423, 8.522799, 31.6968, 19.52912, 45.00267, 58.12584, 8.869744, 32.01025, 19.52242, 45.0806, 58.45627, 9.11552, 32.29266, 20.15607, 44.9688, 58.0405, 
6.504919, 14.68985, 39.25938, 26.5904, 51.87505, 64.9746, 13.98666, 38.45773, 25.96945, 51.87695, 64.99482, 14.37607, 38.77592, 25.96103, 51.95531, 65.32604, 14.66285, 39.06431, 26.62243, 51.84304, 64.95081, 
7.010658, 20.80404, 46.05856, 33.21488, 58.73113, 70.40542, 20.04804, 45.25022, 32.58189, 58.73291, 70.12468, 20.46138, 45.57104, 32.57249, 58.8115, 70.47777, 20.77136, 45.86279, 33.24949, 58.69897, 70.48799, 
7.519997, 26.65977, 52.27467, 39.33936, 64.9771, 75.45504, 25.87593, 51.46282, 38.70007, 64.82202, 75.37614, 26.30187, 51.78503, 38.69014, 64.96823, 75.66871, 26.62409, 52.07853, 39.37534, 64.8976, 75.79919, 
8.010385, 33.75399, 59.59632, 46.60332, 70.85078, 82.29203, 32.95255, 58.78229, 45.96005, 69.94247, 82.60059, 33.38644, 59.08548, 45.94977, 70.17155, 82.49722, 33.7164, 59.39998, 46.64013, 70.26878, 82.59216, 
8.512484, 40.45399, 65.45584, 53.39373, 74.01004, 88.82159, 39.64317, 65.08144, 52.74835, 73.67844, 88.74339, 40.08129, 65.35689, 52.73788, 73.8521, 88.78459, 40.41539, 65.62273, 53.431, 73.87637, 88.78712, 
9.000684, 47.02563, 70.71133, 60.01545, 78.44431, 92.45086, 46.20966, 70.71517, 59.36889, 78.586, 93.86742, 46.65009, 70.93485, 59.35833, 78.66447, 93.8069, 46.98648, 71.09161, 60.05295, 78.62531, 92.3609, 
9.500834, 53.79139, 75.3418, 66.7901, 83.73117, 95.69345, 52.9724, 74.42964, 66.13099, 84.68517, 99.59489, 53.41417, 75.05681, 66.03419, 84.59377, 99.53918, 53.75189, 75.25681, 66.73233, 83.95814, 96.03128, 
10.02, 60.5476, 78.08553, 71.79607, 89.08301, 100.3883, 59.70214, 75.18677, 70.63671, 91.09871, 105.6728, 60.14322, 76.00492, 70.49676, 90.95457, 105.5315, 60.50793, 78.26918, 71.96906, 89.11964, 101.0067, 
10.50748, 67.28957, 82.09943, 76.04056, 94.48748, 106.1169, 65.50693, 75.57814, 72.34355, 94.89567, 112.5791, 65.69688, 76.46087, 72.61517, 96.39738, 112.4612, 67.35616, 82.64188, 76.36533, 94.24513, 106.8903, 
11.00028, 73.12296, 87.24589, 79.89717, 99.57857, 112.1857, 68.78971, 75.9875, 73.2531, 97.34583, 119.3558, 69.09436, 76.85107, 73.76838, 101.959, 119.3711, 73.28572, 87.96404, 79.74783, 99.36674, 112.6049, 
11.50395, 76.86385, 93.12744, 81.10205, 105.33, 118.5786, 70.67007, 77.04687, 74.06744, 101.2458, 126.2501, 71.11656, 77.79463, 74.70908, 107.9267, 126.3292, 77.61092, 93.65639, 82.61249, 105.0983, 117.5346, 
12.01569, 78.60631, 99.04423, 81.70779, 111.6111, 124.2057, 72.05679, 79.67007, 75.18178, 106.5102, 133.2391, 72.64772, 80.21037, 75.86217, 114.6671, 133.3554, 81.38817, 98.87293, 86.87492, 111.4611, 122.4771, 
12.51151, 79.55293, 104.0569, 82.08478, 118.4569, 127.7778, 73.44274, 83.7784, 76.95425, 112.3256, 140.0018, 74.11717, 84.12151, 77.646, 121.6052, 140.1381, 84.17886, 101.6435, 91.94958, 118.4197, 127.3951, 
13.00699, 80.14831, 109.525, 82.33149, 125.3513, 132.5789, 75.09444, 89.10871, 78.61597, 118.3201, 146.7547, 75.82293, 89.32851, 79.71344, 128.45, 146.9025, 84.9267, 105.1316, 96.41351, 125.3587, 133.0625, 
13.50902, 80.5246, 115.6844, 82.5125, 132.2661, 138.2871, 76.59188, 95.03223, 79.39631, 124.5764, 153.5941, 77.83001, 95.08606, 82.49126, 135.3442, 153.7485, 85.36909, 110.0581, 100.9405, 132.2899, 139.2732, 
14.00337, 80.77014, 122.8723, 82.6519, 139.0418, 144.0129, 77.51812, 100.0657, 79.88632, 128.1616, 160.3272, 80.43098, 100.271, 86.70405, 142.1073, 160.4853, 85.73279, 115.7236, 105.4263, 139.0744, 145.404, 
14.50782, 80.93253, 130.1854, 82.74065, 145.9364, 149.4286, 78.13904, 105.7015, 80.21313, 130.9013, 167.1969, 83.54686, 105.8383, 92.22796, 148.9946, 167.3572, 86.46706, 121.9202, 110.8784, 145.9742, 149.7913, 
15.01308, 81.02727, 137.2116, 82.79866, 152.8307, 155.1033, 78.50448, 111.8436, 80.42589, 135.1931, 174.0772, 84.68016, 111.759, 98.31543, 155.8849, 174.2388, 88.37164, 128.2837, 116.9471, 152.8715, 153.6399, 
15.50785, 81.08417, 144.0279, 82.8855, 159.5754, 159.9762, 78.71725, 117.8646, 80.56158, 140.4933, 180.8142, 85.25793, 118.1375, 103.5726, 162.6274, 180.9764, 91.82859, 133.7023, 123.2375, 159.6178, 157.6646, 
16.01222, 81.17478, 150.9416, 83.44875, 166.4476, 165.6166, 78.85781, 122.912, 80.6553, 146.526, 187.6819, 85.73163, 125.169, 107.5451, 169.4982, 187.8445, 96.83563, 139.4396, 129.3605, 166.491, 162.6936, 
16.5041, 81.53651, 157.6645, 85.19226, 173.1475, 171.6278, 78.95151, 127.9216, 80.73072, 152.3697, 191.4811, 86.63566, 131.9658, 112.5864, 176.1974, 193.3044, 102.5207, 145.2581, 135.0412, 173.1915, 168.1698, 
17.00926, 82.56968, 164.5575, 88.48733, 180.0272, 177.7414, 79.03078, 132.1388, 80.89356, 158.3163, 191.4811, 88.8475, 138.9036, 118.4956, 183.0766, 193.3044, 108.3481, 152.1463, 138.4695, 180.0714, 174.4187, 
17.50983, 84.2104, 171.3815, 92.99163, 186.8437, 182.5047, 79.16503, 134.4536, 81.57983, 163.3132, 191.4811, 92.65857, 145.7519, 124.7812, 189.8929, 193.3044, 114.1752, 159.3299, 141.7207, 186.8882, 181.4377, 
