Distance Along Path,Time,Speed,Throttle Input,Break Input,Steering Steer Wheel Input,Deviation From Path,Signed Deviation From Path,Average Speed,Average Throttle,Average Break,Average Steering,Average Deviation,
0,0,1.502353E-07,0,0,0,0,0,9.350031,0.4057971,0,0.03443728,0.8360583
0.02016218,0.1055252,0.4446542,1,0,0.01105236,0.001027003,-0.001027003
0.08020536,0.2001075,0.8965726,1,0,0.02227249,0.004065361,-0.004065361
0.1955438,0.3054913,1.358073,1,0,0.03362712,0.00954413,-0.00954413
0.34879,0.4032957,1.831829,1,0,0.04345343,0.01604393,-0.01604393
0.5492688,0.5016515,2.321347,1,0,0.05122223,0.02327304,-0.02327304
0.8062128,0.6029617,2.831397,1,0,0.05618159,0.03059811,-0.03059811
1.104074,0.7005655,3.367996,1,0,0.05720038,0.03674008,-0.03674008
1.469331,0.8020174,3.937949,1,0,0.05472411,0.04145627,-0.04145627
1.881613,0.9005478,4.546936,1,0,0.04858087,0.04391673,-0.04391673
2.380445,1.004041,5.196101,1,0,0.03986856,0.04398796,-0.04398796
2.941557,1.106018,5.877776,1,0,0.02966399,0.04161877,-0.04161877
3.529586,1.201155,6.576692,1,0,0.01975459,0.03756535,-0.03756535
4.223349,1.302127,7.277591,1,0,0.01074154,0.03184774,-0.03184774
4.985736,1.402763,7.976388,1,0,0.003711006,0.02537353,-0.02537353
5.803302,1.502643,8.316247,1,0,-0.1606309,0.05437826,-0.05437826
6.6747,1.603389,9.120339,1,0,0.1433385,0.1628575,-0.1628575
7.627729,1.704842,9.754128,1,0,0.3498876,0.2051438,-0.2051438
8.635619,1.806174,10.10785,0,0,0.3945982,0.1495603,-0.1495603
9.626348,1.905095,10.09299,0,0,0.3577687,0.001110169,0.001110169
10.59385,2.003229,10.0844,0,0,0.2997468,0.2240568,0.2240568
11.75284,2.103429,10.07867,0,0,0.2427212,0.2860861,0.2860861
12.7829,2.206371,10.0706,0,0,0.1935643,0.1544685,0.1544685
13.72415,2.300241,10.05705,0,0,0.1395284,0.06767941,0.06767941
14.78826,2.406324,10.04437,0,0,0.1055591,0.001415253,-0.001415253
15.76983,2.504216,10.03132,0,0,0.07674985,0.04443932,-0.04443932
16.77232,2.60426,10.01855,0,0,0.05542696,0.07319927,-0.07319927
17.76676,2.703585,10.00558,0,0,0.03890657,0.09077549,-0.09077549
